2022-07-11 21:26:01,761 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-07-11 21:26:01,797 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-07-11 21:26:01,798 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2022-07-11 21:26:01,799 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2022-07-11 21:26:01,808 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2022-07-11 21:26:01,808 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2022-07-11 21:26:01,835 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2022-07-11 21:50:05,424 INFO  SwAddin.cs: 271 - Assembly export called for file Quadruped_assembly_urdf
2022-07-11 21:50:05,425 INFO  SwAddin.cs: 276 - Save is required
2022-07-11 21:50:05,425 INFO  SwAddin.cs: 290 - Saving assembly
2022-07-11 21:50:06,043 INFO  SwAddin.cs: 293 - Opening property manager
2022-07-11 21:50:06,063 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Quadruped_assembly_urdf
2022-07-11 21:50:06,071 INFO  ExportHelperExtension.cs: 1142 - Found 93 in Quadruped_assembly_urdf
2022-07-11 21:50:06,072 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in Quadruped_assembly_urdf
2022-07-11 21:50:06,073 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-07-11 21:50:06,074 INFO  ExportHelperExtension.cs: 1167 - 17 components to check
2022-07-11 21:50:06,076 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Leg_link_1-5
2022-07-11 21:50:06,077 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Leg_link_1-5
2022-07-11 21:50:06,078 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Leg_link_1-5
2022-07-11 21:50:06,079 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Leg_link_1-1
2022-07-11 21:50:06,079 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Leg_link_1-1
2022-07-11 21:50:06,080 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Leg_link_1-1
2022-07-11 21:50:06,080 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Base_wo_motor-1
2022-07-11 21:50:06,081 INFO  ExportHelperExtension.cs: 1142 - Found 25 in Base_wo_motor-1
2022-07-11 21:50:06,081 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Base_wo_motor-1
2022-07-11 21:50:06,081 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from MX28_motor_leg_base-1
2022-07-11 21:50:06,082 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MX28_motor_leg_base-1
2022-07-11 21:50:06,083 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in MX28_motor_leg_base-1
2022-07-11 21:50:06,083 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Leg_link_2-1
2022-07-11 21:50:06,084 INFO  ExportHelperExtension.cs: 1142 - Found 35 in Leg_link_2-1
2022-07-11 21:50:06,084 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Leg_link_2-1
